0,1589250111349,7405971150,Checking,100.0,Deposit,0,
1,1589250112788,7405971150,Checking,100.0,Deposit,0,
2,1589250112940,7405971150,Checking,100.0,Deposit,0,
3,1589250113088,7405971150,Checking,100.0,Deposit,0,
4,1589250113228,7405971150,Checking,100.0,Deposit,0,
5,1589250237882,7405971150,Checking,100.0,Deposit,0,
6,1589250918417,7405971150,Checking,321564.0,Deposit,0,
7,1589250927079,7405971150,Checking,10000.0,Withdraw,0,
8,1589250927079,7405971150,Checking,10000.0,Deposit,0,
9,1589250928535,7405971150,Checking,10000.0,Withdraw,0,
10,1589250928535,7405971150,Checking,10000.0,Deposit,0,
11,1589250928915,7405971150,Checking,10000.0,Withdraw,0,
12,1589250928915,7405971150,Checking,10000.0,Deposit,0,
13,1589250929315,7405971150,Checking,10000.0,Withdraw,0,
14,1589250929315,7405971150,Checking,10000.0,Deposit,0,
15,1589250929742,7405971150,Checking,10000.0,Withdraw,0,
16,1589250929742,7405971150,Checking,10000.0,Deposit,0,
17,1589250930201,7405971150,Checking,10000.0,Withdraw,0,
18,1589250930201,7405971150,Checking,10000.0,Deposit,0,
19,1589250930362,7405971150,Checking,10000.0,Withdraw,0,
20,1589250930362,7405971150,Checking,10000.0,Deposit,0,
21,1589250930505,7405971150,Checking,10000.0,Withdraw,0,
22,1589250930505,7405971150,Checking,10000.0,Deposit,0,
23,1589250930651,7405971150,Checking,10000.0,Withdraw,0,
24,1589250930651,7405971150,Checking,10000.0,Deposit,0,
25,1589250930799,7405971150,Checking,10000.0,Withdraw,0,
26,1589250930799,7405971150,Checking,10000.0,Deposit,0,
27,1589250930944,7405971150,Checking,10000.0,Withdraw,0,
28,1589250930944,7405971150,Checking,10000.0,Deposit,0,
29,1589250931088,7405971150,Checking,10000.0,Withdraw,0,
30,1589250931088,7405971150,Checking,10000.0,Deposit,0,
31,1589250931240,7405971150,Checking,10000.0,Withdraw,0,
32,1589250931240,7405971150,Checking,10000.0,Deposit,0,
33,1589265569643,7405971150,Checking,100.0,Deposit,0,
34,1589265585367,7405971150,Checking,100.0,Deposit,0,
35,1589265586679,7405971150,Checking,100.0,Deposit,0,
36,1589265586851,7405971150,Checking,100.0,Deposit,0,
37,1589265587016,7405971150,Checking,100.0,Deposit,0,
38,1589265587196,7405971150,Checking,100.0,Deposit,0,
39,1589265588232,7405971150,Saving,100.0,Deposit,0,
40,1589265588395,7405971150,Saving,100.0,Deposit,0,
41,1589265588566,7405971150,Saving,100.0,Deposit,0,
42,1589265588742,7405971150,Saving,100.0,Deposit,0,
43,1589265588910,7405971150,Saving,100.0,Deposit,0,
44,1589265589074,7405971150,Saving,100.0,Deposit,0,
45,1589265589231,7405971150,Saving,100.0,Deposit,0,
46,1589265595154,7405971150,Checking,123564.0,Withdraw,0,
47,1589265595154,7405971150,Checking,123564.0,Deposit,0,
48,1589265596919,7405971150,Checking,123564.0,Deposit,0,
49,1589266930296,7405971150,Checking,1000.0,Deposit,0,
50,1589266933539,7405971150,Checking,555.0,Withdraw,0,
51,1589266933928,7405971150,Checking,555.0,Withdraw,0,
52,1589281270260,7405971150,Checking,9675.0,Deposit,0,
53,1589281272982,7405971150,Checking,9675.0,Deposit,0,
54,1589281273139,7405971150,Checking,9675.0,Deposit,0,
